"melid";"performer";"title";"solopart";"chorus_count";"instrument";"style";"tonalitytype";"genre";"rhythmfeel";"avgtempo";"tempoclass";"key";"signature";"recordingdate";"composer";"form";"template";"label";"releasedate";"numnotes";"duration";"recordingyear"
328;"Milt Jackson";"All the Things You Are";1;1;"vib";"COOL";"FUNCTIONAL";"GREAT AMERICAN SONGBOOK";"SWING";166,9;"MEDIUM UP";"Ab-maj";"4/4";"1952-12-22";"J. Kern, O. Hammerstein";"A8B8C8D12";"";"Membran International";2005;277;55,1;1952
329;"Milt Jackson";"Bag's Groove";1;2;"vib";"BEBOP";"BLUES";"ORIGINAL";"SWING";175,1;"MEDIUM UP";"F-maj";"4/4";"1952-04-07";"Milt Jackson";"A12";"Blues";"Membran International";2005;198;34,7;1952
330;"Milt Jackson";"Bemsha Swing";1;5;"vib";"COOL";"FUNCTIONAL";"ORIGINAL";"SWING";152,3;"MEDIUM UP";"C-maj";"4/4";"1954-12-24";"Thelonious Monk, Denzil Best";"A8B8";"";"Quadromania";2005;548;127,1;1954
331;"Milt Jackson";"Don't Get Around Much Anymore";1;1;"vib";"BEBOP";"FUNCTIONAL";"GREAT AMERICAN SONGBOOK";"SWING";182,6;"UP";"C-maj";"4/4";"1952-04-07";"Ellington/Russel";"A8A8B8A8";"";"Membran International";2005;244;42,1;1952
332;"Milt Jackson";"Softly as in a Morning Sunrise";1;3;"vib";"COOL";"MODAL";"GREAT AMERICAN SONGBOOK";"SWING";137,3;"MEDIUM";"C-min";"4/4";"1955-07-02";"S. Romberg/O. Hammerstein";"A8A8B8A8";"";"Membran International";2005;844;171,3;1955
333;"Milt Jackson";"What's New";1;1;"vib";"BEBOP";"FUNCTIONAL";"GREAT AMERICAN SONGBOOK";"SWING";71,5;"SLOW";"C-maj";"4/4";"1952-04-07";"Haggart/Burke";"B8A8";"";"Membran International";2005;191;49;1952
334;"Nat Adderley";"Bohemia After Dark";1;3;"tp";"HARDBOP";"FUNCTIONAL";"ORIGINAL";"SWING";295,4;"UP";"G-min";"4/4";"18. + 20.10.1959";"Oscar Pettiford";"A8A8B8A8";"";"Riverside";1989;378;74,9;1959
335;"Nat Adderley";"Work Song";1;3;"tp";"HARDBOP";"FUNCTIONAL";"ORIGINAL";"SWING";155,4;"MEDIUM UP";"F-min";"4/4";"1960-02-01";"Nat Adderley";"A16";"";"Giants of Jazz";1993;270;74,7;1960
336;"Ornette Coleman";"Bird Food";1;1;"as";"FREE";"FREE";"ORIGINAL";"SWING";255,8;"UP";"";"";"8-9.10.1959";"Coleman";"open";"";"Atlantic Records";1992;608;117,6;1959
337;"Ornette Coleman";"Chronology";1;1;"as";"FREE";"FREE";"ORIGINAL";"SWING";236;"UP";"";"";"1959-05-22";"Coleman";"open";"";"Atlantic Records";1959;668;161,5;1959
338;"Ornette Coleman";"Congeniality";1;1;"as";"FREE";"FREE";"ORIGINAL";"SWING";232,6;"UP";"";"";"1959-05-22";"Coleman";"open";"";"Atlantic Records";1959;677;167,2;1959
339;"Ornette Coleman";"Peace";1;1;"as";"FREE";"FREE";"ORIGINAL";"SWING";125,7;"MEDIUM";"";"";"1959-05-22";"Coleman";"open";"";"Atlantic Records";1959;430;166;1959
340;"Ornette Coleman";"Ramblin'";1;1;"as";"FREE";"FREE";"ORIGINAL";"SWING";201,3;"UP";"";"";"8-9.10.1959";"Coleman";"open";"";"Atlantic Records";1992;474;134,1;1959
341;"Pat Martino";"Along Came Betty";1;2;"g";"POSTBOP";"FUNCTIONAL";"ORIGINAL";"LATIN";132,7;"MEDIUM";"Ab-maj";"4/4";"1974-07-10";"Benny Golson";"A16B8C8";"";"Muse Records";1989;851;122,5;1974
342;"Pat Metheny";"All the Things You Are";1;6;"g";"POSTBOP";"FUNCTIONAL";"GREAT AMERICAN SONGBOOK";"SWING";306,7;"UP";"F-maj";"4/4";"1989-12-21";"J. Kern, O. Hammerstein";"A8B8C8D12";"";"Geffen Records";1990;1093;171,7;1989
343;"Pat Metheny";"Cabin Fever";1;8;"g";"POSTBOP";"BLUES";"ORIGINAL";"SWING";308,1;"UP";"Bb-maj";"4/4";"1996";"Michael Brecker";"A12";"Blues";"Impulse! Records";1996;450;72;1996
344;"Pat Metheny";"Midnight Voyage";1;1;"g";"POSTBOP";"COLOR";"ORIGINAL";"SWING";127,7;"MEDIUM";"C-min";"4/4";"1996";"Joey Calderazzo";"A8A8B16A8";"";"Impulse! Records";1996;415;75,5;1996
345;"Pat Metheny";"Nothing Personal";1;3;"g";"POSTBOP";"BLUES";"ORIGINAL";"SWING";242,1;"UP";"G-min";"4/4";"1987";"Grolnick";"A12";"Blues";"Impulse! Records";1987;416;73,5;1987
346;"Paul Desmond";"Alianca";1;2;"as";"COOL";"FUNCTIONAL";"ORIGINAL";"LATIN";232,7;"UP";"Bb-maj";"4/4";"1964-07-30";"Paul Desmond";"A16B16";"";"Rca Victor";1999;203;67,5;1964
347;"Paul Desmond";"Alianca";2;1;"as";"COOL";"FUNCTIONAL";"ORIGINAL";"LATIN";235,9;"UP";"Bb-maj";"4/4";"1964-07-30";"Paul Desmond";"A16B16";"";"Rca Victor";1999;102;31,1;1964
348;"Paul Desmond";"Alone Together";1;3;"as";"COOL";"FUNCTIONAL";"GREAT AMERICAN SONGBOOK";"SWING";199,9;"UP";"C-min";"4/4";"1963-06-12";"";"A14A14B8A8";"";"Rca Victor";NA;577;160,3;1963
349;"Paul Desmond";"Blue Rondo a la Turk";1;4;"as";"COOL";"BLUES";"ORIGINAL";"SWING";117,1;"MEDIUM";"F-maj";"4/4";"25 Juni - 18. August 1959";"Dave Brubeck";"A12";"Blues";"Columbia Records";1959;343;98;1959
350;"Paul Desmond";"Bossa Antigua";1;2;"as";"COOL";"FUNCTIONAL";"ORIGINAL";"LATIN";191,6;"UP";"Ab-maj";"4/4";"1964-07-28";"Paul Desmond";"A8B8C8A8";"";"Rca Victor";1999;253;80,2;1964
351;"Paul Desmond";"Samba Cantina";1;2;"as";"COOL";"FUNCTIONAL";"ORIGINAL";"LATIN";150,8;"MEDIUM UP";"F-min";"4/4";"1964-07-28";"Paul Desmond";"A16B16";"";"Rca Victor";1999;292;103,5;1964
352;"Paul Desmond";"Samba Cantina";2;1;"as";"COOL";"FUNCTIONAL";"ORIGINAL";"LATIN";152,7;"MEDIUM UP";"F-min";"4/4";"1964-07-28";"Paul Desmond";"A16B16";"";"Rca Victor";1999;127;48,7;1964
353;"Paul Desmond";"The Girl from East 9th Street";1;2;"as";"COOL";"FUNCTIONAL";"ORIGINAL";"LATIN";142,1;"MEDIUM UP";"Ab-maj";"4/4";"1964-08-20";"Paul Desmond";"A8B8A8B8";"";"Rca Victor";1999;272;108,8;1964
354;"Pepper Adams";"A Night in Tunisia";1;2;"bs";"HARDBOP";"FUNCTIONAL";"ORIGINAL";"LATIN";127,7;"MEDIUM";"D-min";"4/4";"1957-09-29";"Dizzie Gillespie";"A8A8B8A8";"";"Blue Note";1958;863;118,3;1957
355;"Pepper Adams";"Early Morning Mood";1;3;"bs";"HARDBOP";"BLUES";"ORIGINAL";"SWING";59,8;"SLOW";"G-maj";"4/4";"1958-12-30";"Chet Baker";"A12";"Blues";"Riverside Records";1959;366;95,9;1958
356;"Pepper Adams";"How High the Moon";1;1;"bs";"HARDBOP";"FUNCTIONAL";"GREAT AMERICAN SONGBOOK";"SWING";115,7;"MEDIUM";"G-maj";"4/4";"1958-12-30";"Hamilton/Lewis";"A16B16";"";"Riverside Records";1959;196;33;1958
357;"Pepper Adams";"Just One of Those Things";1;2;"bs";"HARDBOP";"FUNCTIONAL";"GREAT AMERICAN SONGBOOK";"SWING";314;"UP";"F-maj";"4/4";"1957-09-29";"Cole Porter";"A16A16B16A16";"";"Blue Note";1958;778;100,5;1957
358;"Pepper Adams";"You'd Be So Nice to Come Home to";1;1;"bs";"HARDBOP";"FUNCTIONAL";"GREAT AMERICAN SONGBOOK";"SWING";88,6;"MEDIUM SLOW";"C-maj";"4/4";"1958-12-30";"Cole Porter";"A16B16";"";"Riverside Records";1959;140;43,3;1958
359;"Phil Woods";"Be My Love";1;3;"as";"BEBOP";"FUNCTIONAL";"GREAT AMERICAN SONGBOOK";"SWING";218;"UP";"F-maj";"4/4";"1955-11-25";"Nicholas Brodzky";"A8B8A8C12";"";"Membran Music Ltd.";2004;712;121,1;1955
360;"Phil Woods";"Cotton Tail";1;1;"as";"BEBOP";"FUNCTIONAL";"GREAT AMERICAN SONGBOOK";"SWING";241,5;"UP";"Bb-maj";"4/4";"1961-11-15";"Duke Ellington";"A8A8B8A8";"I Got Rhythm";"Impulse! Records";1997;200;30,8;1961
361;"Phil Woods";"Crazy Rhythm";1;1;"as";"BEBOP";"FUNCTIONAL";"GREAT AMERICAN SONGBOOK";"SWING";236,2;"UP";"F-maj";"4/4";"1961-11-15";"Meyer, Kahn, Caesar";"A8A8B8A8";"";"Impulse! Records";1997;183;33,4;1961
362;"Phil Woods";"Honeysuckle Rose";1;1;"as";"BEBOP";"FUNCTIONAL";"GREAT AMERICAN SONGBOOK";"SWING";233,3;"UP";"F-maj";"4/4";"1961-11-15";"Razaf/Waller";"A8A8B8A8";"";"Impulse! Records";1997;239;32,9;1961
363;"Phil Woods";"On a Slow Boat to China";1;4;"as";"BEBOP";"FUNCTIONAL";"GREAT AMERICAN SONGBOOK";"SWING";242,6;"UP";"Bb-maj";"4/4";"1955-11-25";"Frank Loesser";"A16B16";"";"Membran Music Ltd.";2004;847;129,1;1955
364;"Phil Woods";"Strollin' with Pam";1;7;"as";"BEBOP";"BLUES";"ORIGINAL";"SWING";138,9;"MEDIUM";"Eb-maj";"4/4";"1955-11-25";"";"A12";"Blues";"Membran Music Ltd";2004;621;147,3;1955
365;"Red Garland";"Oleo";1;2;"p";"HARDBOP";"FUNCTIONAL";"ORIGINAL";"SWING";264,9;"UP";"Bb-maj";"4/4";"1956-10-26";"Sonny Rollins";"A8A8B8A8";"I Got Rhythm";"Prestige";1958;380;59,4;1956
366;"Rex Stewart";"Perdido";1;2;"cor";"SWING";"FUNCTIONAL";"GREAT AMERICAN SONGBOOK";"SWING";177,8;"MEDIUM UP";"Bb-maj";"4/4";"1950";"Tizol";"A8A8B8A8";"";"Membran Music Ltd.";2005;277;87;1950
367;"Roy Eldridge";"Body and Soul";1;1;"tp";"SWING";"FUNCTIONAL";"GREAT AMERICAN SONGBOOK";"SWING";107;"MEDIUM SLOW";"Db-maj";"4/4";"1938-11-11";"Heyman, Sour, Eyton, Green";"A8A8B8A8";"";"Classic Records";1994;313;76,7;1938
368;"Roy Eldridge";"King David";1;2;"tp";"SWING";"BLUES";"ORIGINAL";"SWING";149,8;"MEDIUM UP";"Bb-maj";"4/4";"1950-06-08";"Roy Eldridge";"A12";"Blues";"Membran Music Ltd.";2005;115;38;1950
369;"Roy Eldridge";"St. Louis Blues";1;1;"tp";"SWING";"BLUES";"GREAT AMERICAN SONGBOOK";"SWING";361,3;"UP";"G-maj";"4/4";"1944-10-13";"W.C. Handy";"A12A12B8A12";"Blues";"History - (Trumpets of Jericho)s";NA;275;34,6;1944
370;"Roy Eldridge";"The Gasser";1;2;"tp";"SWING";"FUNCTIONAL";"ORIGINAL";"SWING";231,3;"UP";"Ab-maj";"4/4";"1943-11-16";"Eldridge";"A8B8";"";"History - (Trumpets of Jericho)s";NA;418;71,1;1943
